Role,Player,Club,Club Name,Squad,Owner,Purchase Price,Initial Quote,Current Quote,Current Gain/Loss,Games,Yellow Cards,Red Cards,Assists,Goals Scored,Penalties Scored,Missed Penalties,Goals Conceded,Penalties Saved,Clean Sheets,FM FP,MV FP,FM GdS,MV GdS,FM Sud,MV Sud
Difensore,Celik,ROM,Roma,Free Agent,Free Agent,0,2,2,0,5,0,0,0,0,0,0,0,0,0,5.65,5.65,5.7,5.7,5.6,5.6
Difensore,Karsdorp,ROM,Roma,Free Agent,Free Agent,0,3,2,0,11,1,0,1,0,0,0,0,0,0,6.02,5.98,5.82,5.77,5.82,5.77
Difensore,Dawidowicz,VER,Verona,Free Agent,Free Agent,0,5,2,0,14,4,0,0,0,0,0,0,0,0,5.89,6.04,5.71,5.86,5.79,5.93
Difensore,Dorgu,LEC,Lecce,Free Agent,Free Agent,0,3,2,0,15,4,0,0,0,0,0,0,0,0,5.87,6.0,5.7,5.83,5.77,5.9
Difensore,Haps,GEN,Genoa,Free Agent,Free Agent,0,2,2,0,9,0,0,1,0,0,0,0,0,0,5.89,5.78,6.05,5.95,5.89,5.78
Difensore,Wieteska,CAG,Cagliari,Vecchie Rocce,Damian,1,6,2,1,8,3,1,1,0,0,0,0,0,0,5.31,5.5,5.06,5.25,5.06,5.25
Difensore,Schuurs,TOR,Torino,Free Agent,Free Agent,0,15,1,0,10,2,0,0,1,0,0,0,0,0,6.18,5.98,6.2,6.0,6.0,5.8
Difensore,Obert,CAG,Cagliari,Free Agent,Free Agent,0,5,1,0,7,1,0,0,0,0,0,0,0,0,5.36,5.43,5.29,5.36,5.29,5.36
Difensore,Hysaj,LAZ,Lazio,Free Agent,Free Agent,0,7,1,0,9,1,0,0,0,0,0,0,0,0,5.67,5.72,5.39,5.44,5.55,5.6
Difensore,Olivera,NAP,Napoli,Free Agent,Free Agent,0,7,1,0,12,2,0,1,0,0,0,0,0,0,5.96,5.96,5.63,5.63,5.71,5.79
Difensore,Alex Sandro,JUV,Juventus,Free Agent,Free Agent,0,6,1,0,5,1,0,0,0,0,0,0,0,0,5.9,6.0,5.7,5.8,5.8,5.9
Difensore,Masina,UDI,Udinese,Free Agent,Free Agent,0,5,1,0,1,1,0,0,0,0,0,0,0,0,5.5,6.0,5.0,5.5,5.0,5.5
Difensore,Soppy,TOR,Torino,Free Agent,Free Agent,0,1,1,0,4,0,0,0,0,0,0,0,0,0,5.88,5.88,5.75,5.75,5.5,5.5
Difensore,Marchizza,FRO,Frosinone,Free Agent,Free Agent,0,6,1,0,13,1,0,4,0,0,0,0,0,0,6.29,6.02,6.27,6.0,6.23,5.96
Difensore,Vogliacco,GEN,Genoa,Free Agent,Free Agent,0,4,1,0,4,3,0,0,0,0,0,0,0,0,5.38,5.75,5.63,6.0,5.5,5.88
Difensore,Daniliuc,SAL,Salernitana,Free Agent,Free Agent,0,2,1,0,10,2,0,0,0,0,0,0,0,0,5.53,5.63,5.3,5.4,5.25,5.35
Difensore,Zemura,UDI,Udinese,Free Agent,Free Agent,0,6,1,0,11,1,0,0,0,0,0,0,0,0,5.82,5.86,5.64,5.68,5.58,5.63
Difensore,Cabal,VER,Verona,Free Agent,Free Agent,0,2,1,0,3,0,0,0,0,0,0,0,0,0,6.0,6.0,6.33,6.33,5.83,5.83
Difensore,Palomino,ATA,Atalanta,Free Agent,Free Agent,0,6,1,0,1,0,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,6.0,6.0
Difensore,Bronn,SAL,Salernitana,Free Agent,Free Agent,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,5.75,5.75
Difensore,Matturro,GEN,Genoa,Free Agent,Free Agent,0,1,1,0,2,0,0,0,0,0,0,0,0,0,4.25,5.25,5.0,6.0,4.83,5.5
Difensore,Venuti,LEC,Lecce,Free Agent,Free Agent,0,3,1,0,2,1,0,0,0,0,0,0,0,0,5.63,5.88,5.25,5.5,5.0,5.25
Difensore,Carboni A.,MON,Monza,Free Agent,Free Agent,0,3,1,0,12,1,0,0,0,0,0,0,0,0,6.13,6.17,6.0,6.04,5.79,5.83
Difensore,Kumbulla,ROM,Roma,Free Agent,Free Agent,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Difensore,Missori,SAS,Sassuolo,Free Agent,Free Agent,0,2,1,0,3,0,0,0,0,0,0,0,0,0,5.83,5.83,5.83,5.83,5.75,5.75
Difensore,Zima,TOR,Torino,Free Agent,Free Agent,0,3,1,0,4,0,0,0,0,0,0,0,0,0,5.94,5.94,6.13,6.13,6.0,6.0
Difensore,Amey,BOL,Bologna,Free Agent,Free Agent,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,6.0,6.0
Difensore,Soumaoro,BOL,Bologna,Free Agent,Free Agent,0,3,1,0,1,0,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,6.0,6.0
Difensore,Di Pardo,CAG,Cagliari,Free Agent,Free Agent,0,3,1,0,5,0,0,0,0,0,0,0,0,0,5.8,5.8,5.67,5.67,5.5,5.5
Difensore,Guarino,EMP,Empoli,Free Agent,Free Agent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Difensore,Tonelli,EMP,Empoli,Free Agent,Free Agent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Difensore,Kalaj,FRO,Frosinone,Free Agent,Free Agent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Difensore,Oyono,FRO,Frosinone,Free Agent,Free Agent,0,2,1,0,14,4,0,1,0,0,0,0,0,0,5.7,5.77,5.87,5.93,5.82,5.89
Difensore,De Sciglio,JUV,Juventus,Free Agent,Free Agent,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Difensore,Dermaku,LEC,Lecce,Free Agent,Free Agent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Difensore,Bettella,MON,Monza,Free Agent,Free Agent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Difensore,Ebosse,UDI,Udinese,Free Agent,Free Agent,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.5,5.5,6.0,6.0
Difensore,Amione,VER,Verona,Free Agent,Free Agent,0,2,1,0,8,2,0,0,0,0,0,0,0,0,5.78,5.91,5.63,5.75,5.56,5.69
Difensore,Kabasele,UDI,Udinese,Free Agent,Free Agent,0,5,1,0,10,5,0,1,1,0,0,0,0,0,6.08,5.93,5.64,5.5,5.77,5.64
Difensore,Mina,FIO,Fiorentina,Free Agent,Free Agent,0,7,1,0,2,1,0,0,0,0,0,0,0,0,5.63,5.88,5.5,5.75,5.75,6.0
Difensore,Corazza,BOL,Bologna,Free Agent,Free Agent,0,2,1,0,4,1,0,0,0,0,0,0,0,0,5.75,5.88,5.75,5.88,5.63,5.75
Difensore,Pellegrino,MIL,Milan,Free Agent,Free Agent,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,5.0
Difensore,Touba,LEC,Lecce,Free Agent,Free Agent,0,3,1,0,2,0,0,0,0,0,0,0,0,0,6.25,6.25,5.63,5.75,5.5,5.63
Difensore,Sazonov,TOR,Torino,Free Agent,Free Agent,0,3,1,0,4,0,0,0,0,0,0,0,0,0,5.81,5.81,6.0,6.0,5.9,5.9
Difensore,Bastoni S.,EMP,Empoli,Free Agent,Free Agent,0,8,1,0,5,1,0,0,0,0,0,0,0,0,5.5,5.6,5.67,5.75,5.4,5.5
Difensore,Bonfanti,ATA,Atalanta,Free Agent,Free Agent,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,6.0,6.0
Centrocampista,Calhanoglu,INT,Inter,Free Agent,Free Agent,0,17,38,0,21,5,0,3,9,7,0,0,0,0,7.76,6.45,7.69,6.38,7.62,6.4
Centrocampista,Pulisic,MIL,Milan,Vecchie Rocce,Damian,37,20,35,-2,20,1,0,5,6,0,0,0,0,0,7.6,6.48,7.45,6.33,7.45,6.38
Centrocampista,Koopmeiners,ATA,Atalanta,Vecchie Rocce,Damian,21,24,32,11,20,2,0,3,5,1,0,0,0,0,7.18,6.33,7.1,6.25,7.25,6.45
Centrocampista,Luis Alberto,LAZ,Lazio,Atletico Una Volta,Marce,25,22,29,4,18,5,0,2,3,0,0,0,0,0,6.76,6.29,6.56,6.08,6.72,6.25
Centrocampista,Candreva,SAL,Salernitana,Nottingham Dese,Scap,11,17,29,18,20,2,0,4,5,0,0,0,0,0,7.23,6.33,7.0,6.1,7.03,6.13
Centrocampista,Rabiot,JUV,Juventus,AC Cipicchia,Nippon,31,22,28,-3,18,6,0,3,3,0,0,0,0,0,6.68,6.18,6.56,6.06,6.81,6.36
Centrocampista,Zaccagni,LAZ,Lazio,Atletico Una Volta,Marce,31,26,27,-4,19,5,0,0,3,0,0,0,0,0,6.42,6.08,6.55,6.21,6.53,6.18
Centrocampista,Barella,INT,Inter,Nottingham Dese,Scap,31,20,26,-5,21,4,0,3,2,0,0,0,0,0,6.57,6.24,6.71,6.38,6.71,6.38
Centrocampista,Felipe Anderson,LAZ,Lazio,AC Cipicchia,Nippon,23,22,26,3,21,1,0,6,2,0,0,0,0,0,6.62,6.07,6.4,5.86,6.31,5.76
Centrocampista,Mkhitaryan,INT,Inter,AC Ciughina,Carle,1,13,24,23,21,2,0,6,2,0,0,0,0,0,6.89,6.37,7.0,6.48,6.95,6.52
Centrocampista,Politano,NAP,Napoli,Nottingham Dese,Scap,13,15,24,11,20,2,1,3,6,2,0,0,0,0,7.29,6.34,7.13,6.18,7.13,6.18
Centrocampista,Samardzic,UDI,Udinese,AC Ciughina,Carle,15,17,23,8,19,1,0,2,3,0,0,0,0,0,6.72,6.17,6.5,5.98,6.53,6.03
Centrocampista,Bonaventura,FIO,Fiorentina,Garda Che Squadra,Fracca,3,15,22,19,19,4,0,2,6,0,1,0,0,0,7.03,6.24,6.92,6.13,7.13,6.34
Centrocampista,Ferguson,BOL,Bologna,Garda Che Squadra,Fracca,21,18,21,0,21,6,0,2,4,0,0,0,0,0,6.67,6.14,6.81,6.29,7.0,6.48
Centrocampista,Colpani,MON,Monza,Atletico Una Volta,Marce,11,12,20,9,21,1,0,1,6,0,0,0,0,0,7.12,6.24,7.0,6.12,7.17,6.29
Centrocampista,Kostic,JUV,Juventus,Garda Che Squadra,Fracca,3,14,19,16,20,2,0,4,0,0,0,0,0,0,6.19,6.04,5.8,5.65,5.9,5.9
Centrocampista,Frattesi,INT,Inter,Garda Che Squadra,Fracca,20,17,19,-1,15,1,0,0,2,0,0,0,0,0,6.57,6.2,6.5,6.16,6.53,6.17
Centrocampista,Pellegrini Lo.,ROM,Roma,Free Agent,Free Agent,0,15,18,0,13,3,0,0,3,0,0,0,0,0,6.63,6.06,6.62,6.04,6.46,5.88
Centrocampista,Lovric,UDI,Udinese,Garda Che Squadra,Fracca,1,15,18,17,20,1,1,3,1,0,0,0,0,0,6.15,5.93,6.08,5.85,6.15,5.98
Centrocampista,Ilic,TOR,Torino,Free Agent,Free Agent,0,12,18,0,19,2,0,2,2,0,0,0,0,0,6.53,6.16,6.45,6.08,6.34,6.08
Centrocampista,Orsolini,BOL,Bologna,Atletico Una Volta,Marce,10,19,17,7,17,1,0,1,6,2,1,0,0,0,7.19,6.28,7.03,6.12,7.06,6.21
Centrocampista,El Shaarawy,ROM,Roma,Free Agent,Free Agent,0,16,16,0,15,1,0,3,2,0,0,0,0,0,6.63,6.07,6.47,5.94,6.33,5.83
Centrocampista,Vlasic,TOR,Torino,AC Cipicchia,Nippon,4,17,16,12,20,2,0,2,2,0,0,0,0,0,6.23,5.88,6.4,6.05,6.15,5.8
Centrocampista,Lobotka,NAP,Napoli,Garda Che Squadra,Fracca,1,13,15,14,21,2,0,1,0,0,0,0,0,0,6.0,6.0,5.95,5.95,6.14,6.14
Centrocampista,Zielinski,NAP,Napoli,Free Agent,Free Agent,0,21,15,0,19,1,0,2,2,1,0,0,0,0,6.37,5.97,5.95,5.55,6.29,5.89
Centrocampista,Reijnders,MIL,Milan,Free Agent,Free Agent,0,13,15,0,22,4,0,2,2,0,0,0,0,0,6.35,6.08,6.3,6.02,6.48,6.2
Centrocampista,Walace,UDI,Udinese,Free Agent,Free Agent,0,6,15,0,22,2,0,0,2,0,0,0,0,0,6.16,5.93,6.09,5.86,6.02,5.8
Centrocampista,Duncan,FIO,Fiorentina,Vecchie Rocce,Damian,1,6,15,14,17,2,0,3,1,0,0,0,0,0,6.75,6.46,6.76,6.47,6.53,6.29
Centrocampista,Malinovskyi,GEN,Genoa,Free Agent,Free Agent,0,15,15,0,16,7,0,1,2,0,0,0,0,0,6.17,5.95,6.19,5.97,6.27,6.03
Centrocampista,Strefezza,LEC,Lecce,Atletico Una Volta,Marce,5,18,14,9,19,4,0,0,1,1,0,0,0,0,6.08,6.03,6.03,5.97,5.84,5.79
Centrocampista,Locatelli,JUV,Juventus,AC Ciughina,Carle,1,11,14,13,20,5,0,2,1,0,0,0,0,0,6.16,6.04,6.25,6.13,6.23,6.1
Centrocampista,Mckennie,JUV,Juventus,AC Ciughina,Carle,1,8,14,13,20,6,0,3,0,0,0,0,0,0,6.23,6.23,6.1,6.1,6.29,6.29
Centrocampista,Brescianini,FRO,Frosinone,Free Agent,Free Agent,0,6,14,0,18,1,0,1,2,0,0,0,0,0,6.44,6.08,6.41,6.03,6.5,6.12
Centrocampista,De Ketelaere,ATA,Atalanta,Free Agent,Free Agent,0,9,14,0,19,0,0,6,3,0,0,0,0,0,6.91,6.22,6.95,6.26,6.92,6.19
Centrocampista,Ciurria,MON,Monza,Atletico Una Volta,Marce,7,14,13,6,19,2,0,1,0,0,0,0,0,0,5.79,5.79,5.84,5.84,6.13,6.08
Centrocampista,De Roon,ATA,Atalanta,Free Agent,Free Agent,0,11,13,0,21,7,0,5,0,0,0,0,0,0,6.19,6.12,6.21,6.14,6.33,6.26
Centrocampista,Kastanos,SAL,Salernitana,Free Agent,Free Agent,0,7,13,0,15,3,0,3,1,0,0,0,0,0,6.25,5.95,6.03,5.78,6.19,6.0
Centrocampista,Pasalic,ATA,Atalanta,Free Agent,Free Agent,0,13,13,0,19,1,0,2,2,0,0,0,0,0,6.36,5.96,6.45,6.05,6.44,6.08
Centrocampista,Folorunsho,VER,Verona,Free Agent,Free Agent,0,3,13,0,20,3,0,0,2,0,0,0,0,0,6.05,5.83,6.03,5.8,6.08,5.85
Centrocampista,Oudin,LEC,Lecce,Free Agent,Free Agent,0,6,13,0,15,1,0,1,2,0,0,0,0,0,6.5,6.07,6.4,5.97,6.27,5.9
Centrocampista,Cristante,ROM,Roma,Nottingham Dese,Scap,3,10,12,9,20,5,0,2,2,0,0,0,0,0,6.35,6.08,6.3,6.03,6.25,6.03
Centrocampista,Badelj,GEN,Genoa,Free Agent,Free Agent,0,5,12,0,17,5,0,2,0,0,0,0,0,0,5.84,5.87,6.09,6.12,6.0,6.03
Centrocampista,Rovella,LAZ,Lazio,Free Agent,Free Agent,0,4,12,0,16,3,0,0,0,0,0,0,0,0,5.97,6.06,6.09,6.22,6.15,6.26
Centrocampista,Frendrup,GEN,Genoa,Free Agent,Free Agent,0,7,12,0,21,5,0,4,0,0,0,0,0,0,6.21,6.14,6.33,6.26,6.1,6.12
Centrocampista,Bove,ROM,Roma,Free Agent,Free Agent,0,6,12,0,18,2,0,2,0,0,0,0,0,0,6.06,6.0,5.97,5.92,6.17,6.17
Centrocampista,Oristanio,CAG,Cagliari,Free Agent,Free Agent,0,5,12,0,17,1,0,1,2,0,0,0,0,0,6.56,6.18,6.68,6.29,6.29,5.91
Centrocampista,Paredes,ROM,Roma,Free Agent,Free Agent,0,7,12,0,20,10,0,3,1,1,0,0,0,0,5.89,5.84,5.8,5.75,5.65,5.7
Centrocampista,Guendouzi,LAZ,Lazio,AC Cipicchia,Nippon,2,13,12,10,18,1,0,0,1,0,0,0,0,0,6.11,5.97,6.25,6.11,6.22,6.08
Centrocampista,Pessina,MON,Monza,AC Cipicchia,Nippon,8,13,11,3,21,2,0,1,2,2,1,0,0,0,5.9,5.76,6.07,5.93,5.95,5.86
Centrocampista,Miretti,JUV,Juventus,Free Agent,Free Agent,0,5,11,0,14,2,0,1,1,0,0,0,0,0,6.16,5.95,5.96,5.75,6.21,6.0
Centrocampista,Duda,VER,Verona,Free Agent,Free Agent,0,8,11,0,17,5,2,3,1,0,0,0,0,0,6.18,6.09,6.03,5.94,6.09,6.03
Centrocampista,Tameze,TOR,Torino,Free Agent,Free Agent,0,8,11,0,18,3,0,2,0,0,0,0,0,0,5.96,5.93,6.17,6.14,6.06,6.03
Centrocampista,Aebischer,BOL,Bologna,Free Agent,Free Agent,0,6,11,0,20,4,0,1,0,0,0,0,0,0,6.05,6.1,5.98,6.02,5.9,5.95
Centrocampista,Thorstvedt,SAS,Sassuolo,Free Agent,Free Agent,0,6,11,0,18,3,0,0,3,0,0,0,0,0,6.53,6.11,6.44,6.0,6.39,5.97
Centrocampista,Ramadani,LEC,Lecce,Free Agent,Free Agent,0,7,11,0,20,9,0,0,1,0,0,0,0,0,5.85,5.93,5.85,5.93,5.93,6.0
Centrocampista,Freuler,BOL,Bologna,Free Agent,Free Agent,0,7,11,0,18,4,0,0,0,0,0,0,0,0,5.92,6.03,6.11,6.22,6.14,6.25
Centrocampista,Payero,UDI,Udinese,Free Agent,Free Agent,0,5,11,0,17,2,1,1,1,0,0,0,0,0,5.97,5.85,6.09,5.97,6.06,6.0
Centrocampista,Suslov,VER,Verona,Free Agent,Free Agent,0,3,11,0,15,4,0,2,0,0,0,0,0,0,5.92,5.92,6.0,6.0,5.87,5.87
Centrocampista,Lazovic,VER,Verona,Free Agent,Free Agent,0,14,10,0,15,0,1,0,1,0,0,0,0,0,6.02,5.88,5.93,5.8,5.93,5.8
Centrocampista,Gagliardini,MON,Monza,Free Agent,Free Agent,0,7,10,0,21,4,0,1,1,0,0,0,0,0,5.99,5.89,6.14,6.05,6.14,6.1
Centrocampista,Weah,JUV,Juventus,Free Agent,Free Agent,0,10,10,0,14,2,0,1,0,0,0,0,0,0,6.07,6.07,5.68,5.68,5.86,5.86
Centrocampista,Nandez,CAG,Cagliari,Free Agent,Free Agent,0,8,10,0,16,1,0,1,1,1,0,0,0,0,6.28,6.06,6.14,5.97,6.12,5.94
Centrocampista,Mandragora,FIO,Fiorentina,Free Agent,Free Agent,0,10,10,0,16,1,0,1,1,0,0,0,0,0,6.05,5.83,6.13,5.91,6.06,5.84
Centrocampista,Gonzalez J.,LEC,Lecce,Free Agent,Free Agent,0,6,10,0,15,6,0,1,1,0,0,0,0,0,5.9,5.83,6.0,5.93,6.07,6.0
Centrocampista,Saelemaekers,BOL,Bologna,Free Agent,Free Agent,0,4,10,0,16,4,1,1,0,0,0,0,0,0,5.77,5.89,5.63,5.75,5.66,5.84
Centrocampista,Maggiore,SAL,Salernitana,Free Agent,Free Agent,0,3,10,0,14,5,1,0,1,0,0,0,0,0,5.77,5.8,5.64,5.68,5.36,5.39
Centrocampista,Fazzini,EMP,Empoli,Free Agent,Free Agent,0,5,10,0,15,4,0,1,1,0,0,0,0,0,6.12,5.98,6.13,6.0,6.09,5.97
Centrocampista,Boloca,SAS,Sassuolo,Free Agent,Free Agent,0,5,10,0,18,2,1,0,1,0,0,0,0,0,5.93,5.88,5.89,5.83,6.0,5.94
Centrocampista,Grassi,EMP,Empoli,Free Agent,Free Agent,0,5,10,0,19,4,0,1,0,0,0,0,0,0,5.74,5.89,5.76,5.92,5.75,5.9
Centrocampista,Viola,CAG,Cagliari,Free Agent,Free Agent,0,1,10,0,15,3,0,2,3,0,1,0,0,0,6.68,6.25,6.57,6.13,6.53,6.17
Centrocampista,Kamada,LAZ,Lazio,Free Agent,Free Agent,0,15,10,0,14,1,0,1,1,0,0,0,0,0,6.09,5.84,5.89,5.64,5.6,5.43
Centrocampista,Coulibaly L.,SAL,Salernitana,Free Agent,Free Agent,0,8,9,0,13,2,0,0,0,0,0,0,0,0,5.65,5.73,5.85,5.92,5.85,5.92
Centrocampista,Strootman,GEN,Genoa,Free Agent,Free Agent,0,6,9,0,12,2,0,2,0,0,0,0,0,0,6.08,6.0,6.25,6.17,6.08,6.0
Centrocampista,Vecino,LAZ,Lazio,Free Agent,Free Agent,0,6,9,0,12,2,0,0,3,0,0,0,0,0,6.75,6.08,6.77,6.15,6.88,6.21
Centrocampista,Harroui,FRO,Frosinone,Vecchie Rocce,Damian,1,8,9,8,8,0,0,1,3,1,0,0,0,0,7.69,6.44,7.11,6.0,7.22,6.11
Centrocampista,Carboni V.,MON,Monza,Free Agent,Free Agent,0,1,9,0,10,0,0,2,2,0,0,0,0,0,6.75,5.95,6.8,6.0,6.85,6.05
Centrocampista,Mazzitelli,FRO,Frosinone,Free Agent,Free Agent,0,5,9,0,14,2,1,0,3,0,0,0,0,0,6.71,6.21,6.64,6.14,6.82,6.32
Centrocampista,Ndoye,BOL,Bologna,Free Agent,Free Agent,0,12,9,0,17,3,0,1,0,0,0,0,0,0,6.04,6.07,6.06,6.08,6.13,6.16
Centrocampista,Aouar,ROM,Roma,Free Agent,Free Agent,0,16,8,0,6,2,0,0,2,0,0,0,0,0,7.13,6.29,6.5,5.86,6.83,6.0
Centrocampista,Baldanzi,EMP,Empoli,Free Agent,Free Agent,0,14,8,0,13,1,0,0,2,0,0,0,0,0,6.4,5.98,6.35,5.92,6.54,6.12
Centrocampista,Bajrami,SAS,Sassuolo,Free Agent,Free Agent,0,13,8,0,14,0,0,0,1,0,0,0,0,0,6.14,5.93,5.94,5.75,5.93,5.71
Centrocampista,Marin,EMP,Empoli,Free Agent,Free Agent,0,8,8,0,15,1,0,0,0,0,0,0,0,0,5.75,5.78,5.91,5.94,5.89,5.89
Centrocampista,Makoumbou,CAG,Cagliari,Free Agent,Free Agent,0,5,8,0,20,1,2,0,1,0,0,0,0,0,5.78,5.75,5.93,5.9,5.83,5.8
Centrocampista,Maleh,EMP,Empoli,Free Agent,Free Agent,0,4,8,0,19,8,0,0,0,0,0,0,0,0,5.47,5.68,5.55,5.76,5.61,5.82
Centrocampista,Miranchuk,ATA,Atalanta,Free Agent,Free Agent,0,9,8,0,10,0,0,2,2,0,0,0,0,0,6.98,6.18,6.95,6.15,6.95,6.15
Centrocampista,Chukwueze,MIL,Milan,Free Agent,Free Agent,0,19,8,0,11,0,0,1,0,0,0,0,0,0,5.73,5.64,5.5,5.41,5.7,5.6
Centrocampista,Legowski,SAL,Salernitana,Free Agent,Free Agent,0,1,8,0,16,3,0,0,0,0,0,0,0,0,5.7,5.8,5.62,5.71,5.59,5.69
Centrocampista,Radonjic,TOR,Torino,Nottingham Dese,Scap,3,12,7,4,9,0,0,0,3,0,0,0,0,0,6.97,5.97,6.89,5.89,6.78,5.78
Centrocampista,Saponara,VER,Verona,Free Agent,Free Agent,0,10,7,0,9,0,0,0,0,0,0,0,0,0,5.92,5.92,5.72,5.72,5.71,5.71
Centrocampista,Blin,LEC,Lecce,Free Agent,Free Agent,0,6,7,0,12,1,0,2,0,0,0,0,0,0,5.98,5.85,5.83,5.71,5.79,5.75
Centrocampista,Messias,GEN,Genoa,Free Agent,Free Agent,0,8,7,0,7,0,0,0,1,0,0,0,0,0,6.68,6.25,6.88,6.5,6.64,6.21
Centrocampista,Gelli,FRO,Frosinone,Free Agent,Free Agent,0,3,7,0,12,2,0,0,0,0,0,0,0,0,5.96,6.04,5.88,5.96,6.15,6.23
Centrocampista,Kovalenko,EMP,Empoli,Free Agent,Free Agent,0,4,7,0,8,0,0,1,1,0,0,0,0,0,6.81,6.31,6.79,6.21,6.81,6.31
Centrocampista,Adli,MIL,Milan,Free Agent,Free Agent,0,1,7,0,11,2,0,0,1,0,0,0,0,0,6.3,6.11,6.0,5.83,6.0,5.82
Centrocampista,Thorsby,GEN,Genoa,Free Agent,Free Agent,0,8,7,0,11,1,0,1,1,0,0,0,0,0,6.3,5.98,6.38,6.08,6.32,5.91
Centrocampista,Musah,MIL,Milan,Free Agent,Free Agent,0,9,7,0,15,4,0,1,0,0,0,0,0,0,5.88,5.95,5.93,6.0,5.97,6.03
Centrocampista,Kaba,LEC,Lecce,Free Agent,Free Agent,0,6,7,0,16,2,1,0,0,0,0,0,0,0,5.75,5.88,5.84,5.97,5.91,6.03
Centrocampista,Prati,CAG,Cagliari,Free Agent,Free Agent,0,1,7,0,17,3,0,0,0,0,0,0,0,0,5.91,6.0,5.91,6.0,5.88,5.97
Centrocampista,Lindstrom,NAP,Napoli,Free Agent,Free Agent,0,15,7,0,9,0,0,0,0,0,0,0,0,0,5.72,5.72,5.72,5.72,5.61,5.61
Centrocampista,Reinier,FRO,Frosinone,Free Agent,Free Agent,0,8,7,0,9,2,0,2,1,0,0,0,0,0,6.39,5.94,6.28,5.83,6.33,6.0
Centrocampista,Cataldi,LAZ,Lazio,Free Agent,Free Agent,0,8,6,0,12,3,0,0,0,0,0,0,0,0,5.75,5.88,5.54,5.64,5.71,5.82
Centrocampista,Jankto,CAG,Cagliari,Free Agent,Free Agent,0,8,6,0,10,0,0,2,0,0,0,0,0,0,6.23,6.03,5.8,5.6,5.61,5.5
Centrocampista,Mboula,VER,Verona,Free Agent,Free Agent,0,9,6,0,6,0,0,1,0,0,0,0,0,0,5.79,5.63,5.57,5.43,5.33,5.33
Centrocampista,Volpato,SAS,Sassuolo,Free Agent,Free Agent,0,2,6,0,8,0,0,0,0,0,0,0,0,0,6.13,6.13,5.93,5.93,5.94,5.94
Centrocampista,Barrenechea,FRO,Frosinone,Free Agent,Free Agent,0,3,6,0,19,8,0,0,0,0,0,0,0,0,5.55,5.76,5.71,5.92,5.92,6.13
Centrocampista,Tchatchoua,VER,Verona,Free Agent,Free Agent,0,4,6,0,13,1,0,2,0,0,0,0,0,0,5.94,5.83,6.0,5.88,5.83,5.71
Centrocampista,Castillejo,SAS,Sassuolo,Free Agent,Free Agent,0,5,6,0,10,1,0,0,0,0,0,0,0,0,5.98,6.03,5.6,5.65,5.5,5.55
Centrocampista,Garritano,FRO,Frosinone,Free Agent,Free Agent,0,3,5,0,10,1,0,0,0,0,0,0,0,0,5.8,5.85,5.7,5.75,6.0,5.95
Centrocampista,Akpa Akpro,MON,Monza,Free Agent,Free Agent,0,2,5,0,6,2,0,0,0,0,0,0,0,0,5.88,6.04,5.67,5.83,5.75,5.92
Centrocampista,Serdar,VER,Verona,Free Agent,Free Agent,0,5,5,0,8,1,0,1,0,0,0,0,0,0,6.0,5.94,5.81,5.75,5.75,5.69
Centrocampista,Klaassen,INT,Inter,Free Agent,Free Agent,0,9,5,0,2,0,0,0,0,0,0,0,0,0,5.75,5.75,6.0,6.0,6.0,6.0
Centrocampista,Castrovilli,FIO,Fiorentina,Free Agent,Free Agent,0,9,4,0,1,0,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,6.0,6.0
Centrocampista,Barak,FIO,Fiorentina,Free Agent,Free Agent,0,11,4,0,6,1,0,0,0,0,0,0,0,0,5.79,5.88,5.64,5.71,5.5,5.58
Centrocampista,Linetty,TOR,Torino,Free Agent,Free Agent,0,6,4,0,14,6,0,0,0,0,0,0,0,0,5.82,6.04,6.0,6.21,5.7,5.9
Centrocampista,Bennacer,MIL,Milan,Free Agent,Free Agent,0,9,4,0,4,1,0,1,0,0,0,0,0,0,5.81,5.69,6.38,6.25,5.88,6.0
